council,suburb,Adults - Obesity - ASR,Adults - Overweight/Obese - ASR,IGNORE,postcode,state,lng,lat,Individuals 2003-04,Median taxable income 2003-04,Average taxable income 2003-04,Individuals 2013-14,Median taxable income 2013-14,Average taxable income 2013-14,Individuals 2014-15,Median taxable income 2014-15,Average taxable income 2014-15,Individuals 2015-16,Median taxable income 2015-16,Average taxable income 2015-16,Individuals 2016-17,Median taxable income 2016-17,Average taxable income 2016-17,Individuals 2017-18,Median taxable income 2017-18,Average taxable income 2017-18,Individuals 2018-19,Median taxable income 2018-19,Average taxable income 2018-19,Individuals 2019-20,Median taxable income 2019-20,Average taxable income 2019-20,Individuals 2020-21,Median taxable income 2020-21,Average taxable income 2020-21,Individuals 2021-22,Median taxable income 2021-22,Average taxable income 2021-22,KFC Count,McDonald's Count,Hungry Jack's Count,council_y,sa4name,sed_name,Total Fast Food Count
Alpine,MOUNT BUFFALO,34.1,70.2,2384.0,3740.0,VIC,146.834561,-36.731686,586,"20,384","24,299",562,"35,845","40,545",591,"36,510","40,242",607,"33,993","42,013",648,"36,991","43,003",686,"39,710","49,528",701,"40,714","46,514",713,"42,999","51,012",741,"44,660","54,626",755,"45,984","55,772",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Alpine,POREPUNKAH,34.1,70.2,2385.0,3740.0,VIC,146.834561,-36.731686,586,"20,384","24,299",562,"35,845","40,545",591,"36,510","40,242",607,"33,993","42,013",648,"36,991","43,003",686,"39,710","49,528",701,"40,714","46,514",713,"42,999","51,012",741,"44,660","54,626",755,"45,984","55,772",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Unincorporated Vic,BRIGHT,,,2386.0,3741.0,VIC,147.063163,-36.962316,"1,814","21,891","25,820","1,832","31,543","39,827","1,859","31,966","40,738","1,897","34,116","42,125","1,928","35,075","42,937","1,988","36,859","45,842","1,986","38,413","47,267","2,066","38,683","48,961","2,112","45,151","57,888","2,144","45,787","59,148",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Unincorporated Vic,FREEBURGH,,,2387.0,3741.0,VIC,147.063163,-36.962316,"1,814","21,891","25,820","1,832","31,543","39,827","1,859","31,966","40,738","1,897","34,116","42,125","1,928","35,075","42,937","1,988","36,859","45,842","1,986","38,413","47,267","2,066","38,683","48,961","2,112","45,151","57,888","2,144","45,787","59,148",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Unincorporated Vic,GERMANTOWN,,,2388.0,3741.0,VIC,147.063163,-36.962316,"1,814","21,891","25,820","1,832","31,543","39,827","1,859","31,966","40,738","1,897","34,116","42,125","1,928","35,075","42,937","1,988","36,859","45,842","1,986","38,413","47,267","2,066","38,683","48,961","2,112","45,151","57,888","2,144","45,787","59,148",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Unincorporated Vic,HARRIETVILLE,,,2389.0,3741.0,VIC,147.063163,-36.962316,"1,814","21,891","25,820","1,832","31,543","39,827","1,859","31,966","40,738","1,897","34,116","42,125","1,928","35,075","42,937","1,988","36,859","45,842","1,986","38,413","47,267","2,066","38,683","48,961","2,112","45,151","57,888","2,144","45,787","59,148",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Unincorporated Vic,HOTHAM HEIGHTS,,,2390.0,3741.0,VIC,147.063163,-36.962316,"1,814","21,891","25,820","1,832","31,543","39,827","1,859","31,966","40,738","1,897","34,116","42,125","1,928","35,075","42,937","1,988","36,859","45,842","1,986","38,413","47,267","2,066","38,683","48,961","2,112","45,151","57,888","2,144","45,787","59,148",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Unincorporated Vic,MOUNT HOTHAM,,,2391.0,3741.0,VIC,147.063163,-36.962316,"1,814","21,891","25,820","1,832","31,543","39,827","1,859","31,966","40,738","1,897","34,116","42,125","1,928","35,075","42,937","1,988","36,859","45,842","1,986","38,413","47,267","2,066","38,683","48,961","2,112","45,151","57,888","2,144","45,787","59,148",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Unincorporated Vic,SMOKO,,,2392.0,3741.0,VIC,147.063163,-36.962316,"1,814","21,891","25,820","1,832","31,543","39,827","1,859","31,966","40,738","1,897","34,116","42,125","1,928","35,075","42,937","1,988","36,859","45,842","1,986","38,413","47,267","2,066","38,683","48,961","2,112","45,151","57,888","2,144","45,787","59,148",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Alpine,WANDILIGONG,34.1,70.2,2393.0,3744.0,VIC,146.95979,-36.788479,223,"21,004","24,185",239,"26,463","37,298",247,"30,232","43,580",245,"31,062","39,991",248,"34,912","43,104",237,"35,906","50,048",238,"39,301","51,956",253,"38,211","52,729",276,"43,443","59,133",285,"43,144","65,850",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,ELDORADO,32.6,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wangaratta,BAARMUTHA,32.6,67.7,2394.0,3747.0,VIC,146.725705,-36.361056,"2,602","24,346","28,996","2,554","36,329","44,417","2,601","37,801","45,173","2,693","38,015","45,932","2,708","38,191","46,178","2,805","40,630","49,141","2,844","42,127","50,037","2,919","42,986","51,867","2,977","45,923","56,431","3,039","48,119","59,768",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,BEECHWORTH,32.6,67.7,2395.0,3747.0,VIC,146.725705,-36.361056,"2,602","24,346","28,996","2,554","36,329","44,417","2,601","37,801","45,173","2,693","38,015","45,932","2,708","38,191","46,178","2,805","40,630","49,141","2,844","42,127","50,037","2,919","42,986","51,867","2,977","45,923","56,431","3,039","48,119","59,768",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,HURDLE FLAT,32.6,67.7,2396.0,3747.0,VIC,146.725705,-36.361056,"2,602","24,346","28,996","2,554","36,329","44,417","2,601","37,801","45,173","2,693","38,015","45,932","2,708","38,191","46,178","2,805","40,630","49,141","2,844","42,127","50,037","2,919","42,986","51,867","2,977","45,923","56,431","3,039","48,119","59,768",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,MURMUNGEE,32.6,67.7,2397.0,3747.0,VIC,146.725705,-36.361056,"2,602","24,346","28,996","2,554","36,329","44,417","2,601","37,801","45,173","2,693","38,015","45,932","2,708","38,191","46,178","2,805","40,630","49,141","2,844","42,127","50,037","2,919","42,986","51,867","2,977","45,923","56,431","3,039","48,119","59,768",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,SILVER CREEK,32.6,67.7,2398.0,3747.0,VIC,146.725705,-36.361056,"2,602","24,346","28,996","2,554","36,329","44,417","2,601","37,801","45,173","2,693","38,015","45,932","2,708","38,191","46,178","2,805","40,630","49,141","2,844","42,127","50,037","2,919","42,986","51,867","2,977","45,923","56,431","3,039","48,119","59,768",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,STANLEY,32.6,67.7,2399.0,3747.0,VIC,146.725705,-36.361056,"2,602","24,346","28,996","2,554","36,329","44,417","2,601","37,801","45,173","2,693","38,015","45,932","2,708","38,191","46,178","2,805","40,630","49,141","2,844","42,127","50,037","2,919","42,986","51,867","2,977","45,923","56,431","3,039","48,119","59,768",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,WOOLSHED,32.6,67.7,2400.0,3747.0,VIC,146.725705,-36.361056,"2,602","24,346","28,996","2,554","36,329","44,417","2,601","37,801","45,173","2,693","38,015","45,932","2,708","38,191","46,178","2,805","40,630","49,141","2,844","42,127","50,037","2,919","42,986","51,867","2,977","45,923","56,431","3,039","48,119","59,768",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,WOORAGEE,32.6,67.7,2401.0,3747.0,VIC,146.725705,-36.361056,"2,602","24,346","28,996","2,554","36,329","44,417","2,601","37,801","45,173","2,693","38,015","45,932","2,708","38,191","46,178","2,805","40,630","49,141","2,844","42,127","50,037","2,919","42,986","51,867","2,977","45,923","56,431","3,039","48,119","59,768",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Indigo,BRUARONG,32.7,69.4,2402.0,3749.0,VIC,146.8638108,-36.42031113,"1,049","26,324","31,304","1,129","38,448","49,077","1,164","38,482","50,115","1,205","39,280","48,970","1,220","41,877","51,019","1,219","43,371","52,946","1,254","45,005","54,769","1,274","46,852","56,013","1,265","48,727","60,739","1,289","50,786","64,436",0.0,0.0,0.0,Wodonga - Alpine,Hume,Benambra (Northern Victoria),0.0
Indigo,YACKANDANDAH,32.7,69.4,2403.0,3749.0,VIC,146.842075,-36.357399,"1,049","26,324","31,304","1,129","38,448","49,077","1,164","38,482","50,115","1,205","39,280","48,970","1,220","41,877","51,019","1,219","43,371","52,946","1,254","45,005","54,769","1,274","46,852","56,013","1,265","48,727","60,739","1,289","50,786","64,436",0.0,0.0,0.0,Wodonga - Alpine,Hume,Benambra (Northern Victoria),0.0
Whittlesea,WOLLERT,30.8,69.4,2404.0,3750.0,VIC,145.005578,-37.596078,223,"25,808","47,772","2,723","45,598","48,573","3,685","44,293","48,716","4,685","44,543","48,166","5,801","44,381","49,701","6,855","46,635","51,713","8,351","48,022","52,785","10,713","47,994","53,860","12,924","50,209","56,472","14,652","51,984","58,752",1.0,2.0,0.0,Whittlesea - Wallan,Melbourne - North East,Yan Yean (Northern Victoria),3.0
Whittlesea,WOODSTOCK,30.8,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whittlesea,MORANG SOUTH,30.8,69.4,2405.0,3752.0,VIC,145.074353,-37.619102,"5,462","32,442","34,065","12,579","43,460","49,310","12,940","44,433","50,494","13,403","45,539","51,851","13,777","46,928","53,489","14,289","48,480","55,556","14,606","49,692","56,477","14,811","50,757","58,342","14,849","52,405","61,378","15,237","54,958","64,078",0.0,0.0,0.0,Whittlesea - Wallan,Melbourne - North East,Yan Yean (Northern Victoria),0.0
Whittlesea,SOUTH MORANG,30.8,69.4,2406.0,3752.0,VIC,145.074353,-37.619102,"5,462","32,442","34,065","12,579","43,460","49,310","12,940","44,433","50,494","13,403","45,539","51,851","13,777","46,928","53,489","14,289","48,480","55,556","14,606","49,692","56,477","14,811","50,757","58,342","14,849","52,405","61,378","15,237","54,958","64,078",0.0,0.0,0.0,Whittlesea - Wallan,Melbourne - North East,Yan Yean (Northern Victoria),0.0
Whittlesea,BEVERIDGE,30.8,69.4,2407.0,3753.0,VIC,144.959512,-37.476474,352,"27,777","33,831",925,"44,287","51,101","1,078","47,108","53,452","1,245","47,985","54,440","1,472","48,565","54,336","1,758","51,168","58,678","2,155","52,714","59,551","2,509","54,586","61,583","2,735","56,044","62,084","3,069","58,397","66,479",0.0,0.0,0.0,Whittlesea - Wallan,Melbourne - North East,Yan Yean (Northern Victoria),0.0
Nillumbik,DOREEN,22.8,62.1,2408.0,3754.0,VIC,145.112985,-37.593554,"1,533","32,156","41,420","16,274","46,853","52,563","18,002","46,838","52,799","20,297","47,454","53,538","22,467","48,076","54,200","24,511","49,635","56,686","26,505","51,554","58,602","27,944","52,541","60,296","28,586","54,084","62,504","29,665","56,582","64,967",1.0,1.0,0.0,Whittlesea - Wallan,Melbourne - North East,Yan Yean (Northern Victoria),2.0
Nillumbik,MERNDA,22.8,62.1,2409.0,3754.0,VIC,145.112985,-37.593554,"1,533","32,156","41,420","16,274","46,853","52,563","18,002","46,838","52,799","20,297","47,454","53,538","22,467","48,076","54,200","24,511","49,635","56,686","26,505","51,554","58,602","27,944","52,541","60,296","28,586","54,084","62,504","29,665","56,582","64,967",0.0,1.0,1.0,Whittlesea - Wallan,Melbourne - North East,Yan Yean (Northern Victoria),2.0
Nillumbik,YAN YEAN,22.8,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedon Ranges,CHINTIN,29.6,67.9,2410.0,3756.0,VIC,144.956641,-37.41233,"3,680","30,232","33,013","5,892","43,918","49,756","6,195","45,165","50,807","6,516","46,204","52,033","7,014","46,706","53,180","7,568","48,750","54,807","8,037","49,883","56,308","8,626","50,704","57,333","9,231","51,689","59,061","9,851","53,454","62,208",0.0,0.0,0.0,Macedon Ranges,Melbourne - North West,Yan Yean (Northern Victoria),0.0
Macedon Ranges,DARRAWEIT GUIM,29.6,67.9,2411.0,3756.0,VIC,144.956641,-37.41233,"3,680","30,232","33,013","5,892","43,918","49,756","6,195","45,165","50,807","6,516","46,204","52,033","7,014","46,706","53,180","7,568","48,750","54,807","8,037","49,883","56,308","8,626","50,704","57,333","9,231","51,689","59,061","9,851","53,454","62,208",0.0,0.0,0.0,Macedon Ranges,Melbourne - North West,Yan Yean (Northern Victoria),0.0
Macedon Ranges,HIDDEN VALLEY,29.6,67.9,2412.0,3756.0,VIC,144.956641,-37.41233,"3,680","30,232","33,013","5,892","43,918","49,756","6,195","45,165","50,807","6,516","46,204","52,033","7,014","46,706","53,180","7,568","48,750","54,807","8,037","49,883","56,308","8,626","50,704","57,333","9,231","51,689","59,061","9,851","53,454","62,208",0.0,0.0,0.0,Macedon Ranges,Melbourne - North West,Yan Yean (Northern Victoria),0.0
Macedon Ranges,UPPER PLENTY,29.6,67.9,2413.0,3756.0,VIC,144.956641,-37.41233,"3,680","30,232","33,013","5,892","43,918","49,756","6,195","45,165","50,807","6,516","46,204","52,033","7,014","46,706","53,180","7,568","48,750","54,807","8,037","49,883","56,308","8,626","50,704","57,333","9,231","51,689","59,061","9,851","53,454","62,208",0.0,0.0,0.0,Macedon Ranges,Melbourne - North West,Yan Yean (Northern Victoria),0.0
Macedon Ranges,WALLAN,29.6,67.9,2414.0,3756.0,VIC,144.956641,-37.41233,"3,680","30,232","33,013","5,892","43,918","49,756","6,195","45,165","50,807","6,516","46,204","52,033","7,014","46,706","53,180","7,568","48,750","54,807","8,037","49,883","56,308","8,626","50,704","57,333","9,231","51,689","59,061","9,851","53,454","62,208",3.0,3.0,0.0,Macedon Ranges,Melbourne - North West,Yan Yean (Northern Victoria),6.0
Macedon Ranges,WALLAN EAST,29.6,67.9,2415.0,3756.0,VIC,144.956641,-37.41233,"3,680","30,232","33,013","5,892","43,918","49,756","6,195","45,165","50,807","6,516","46,204","52,033","7,014","46,706","53,180","7,568","48,750","54,807","8,037","49,883","56,308","8,626","50,704","57,333","9,231","51,689","59,061","9,851","53,454","62,208",0.0,0.0,0.0,Macedon Ranges,Melbourne - North West,Yan Yean (Northern Victoria),0.0
Nillumbik,BRUCES CREEK,22.8,62.1,2416.0,3757.0,VIC,145.182221,-37.469784,"4,472","29,092","32,608","4,657","40,391","49,532","4,806","41,811","50,663","4,898","43,132","51,466","5,056","44,601","53,821","5,200","46,514","56,609","5,270","46,964","59,972","5,285","48,948","59,663","5,366","50,377","62,532","5,422","51,405","66,491",0.0,0.0,0.0,Whittlesea - Wallan,Melbourne - North East,Yan Yean (Northern Victoria),0.0
Nillumbik,EDEN PARK,22.8,62.1,2417.0,3757.0,VIC,145.182221,-37.469784,"4,472","29,092","32,608","4,657","40,391","49,532","4,806","41,811","50,663","4,898","43,132","51,466","5,056","44,601","53,821","5,200","46,514","56,609","5,270","46,964","59,972","5,285","48,948","59,663","5,366","50,377","62,532","5,422","51,405","66,491",0.0,0.0,0.0,Whittlesea - Wallan,Melbourne - North East,Yan Yean (Northern Victoria),0.0
Nillumbik,HUMEVALE,22.8,62.1,2418.0,3757.0,VIC,145.182221,-37.469784,"4,472","29,092","32,608","4,657","40,391","49,532","4,806","41,811","50,663","4,898","43,132","51,466","5,056","44,601","53,821","5,200","46,514","56,609","5,270","46,964","59,972","5,285","48,948","59,663","5,366","50,377","62,532","5,422","51,405","66,491",0.0,0.0,0.0,Whittlesea - Wallan,Melbourne - North East,Yan Yean (Northern Victoria),0.0
Nillumbik,KINGLAKE CENTRAL,22.8,62.1,2419.0,3757.0,VIC,145.182221,-37.469784,"4,472","29,092","32,608","4,657","40,391","49,532","4,806","41,811","50,663","4,898","43,132","51,466","5,056","44,601","53,821","5,200","46,514","56,609","5,270","46,964","59,972","5,285","48,948","59,663","5,366","50,377","62,532","5,422","51,405","66,491",0.0,0.0,0.0,Whittlesea - Wallan,Melbourne - North East,Yan Yean (Northern Victoria),0.0
Nillumbik,KINGLAKE WEST,22.8,62.1,2420.0,3757.0,VIC,145.182221,-37.469784,"4,472","29,092","32,608","4,657","40,391","49,532","4,806","41,811","50,663","4,898","43,132","51,466","5,056","44,601","53,821","5,200","46,514","56,609","5,270","46,964","59,972","5,285","48,948","59,663","5,366","50,377","62,532","5,422","51,405","66,491",0.0,0.0,0.0,Whittlesea - Wallan,Melbourne - North East,Yan Yean (Northern Victoria),0.0
Nillumbik,PHEASANT CREEK,22.8,62.1,2421.0,3757.0,VIC,145.182221,-37.469784,"4,472","29,092","32,608","4,657","40,391","49,532","4,806","41,811","50,663","4,898","43,132","51,466","5,056","44,601","53,821","5,200","46,514","56,609","5,270","46,964","59,972","5,285","48,948","59,663","5,366","50,377","62,532","5,422","51,405","66,491",0.0,0.0,0.0,Whittlesea - Wallan,Melbourne - North East,Yan Yean (Northern Victoria),0.0
Nillumbik,WHITTLESEA,22.8,62.1,2422.0,3757.0,VIC,145.182221,-37.469784,"4,472","29,092","32,608","4,657","40,391","49,532","4,806","41,811","50,663","4,898","43,132","51,466","5,056","44,601","53,821","5,200","46,514","56,609","5,270","46,964","59,972","5,285","48,948","59,663","5,366","50,377","62,532","5,422","51,405","66,491",0.0,1.0,0.0,Whittlesea - Wallan,Melbourne - North East,Yan Yean (Northern Victoria),1.0
Mitchell,HEATHCOTE JUNCTION,33.6,70.3,2423.0,3758.0,VIC,145.052552,-37.354647,"1,178","30,369","33,536","1,289","41,858","47,766","1,281","43,233","50,799","1,324","44,421","51,668","1,302","45,266","52,789","1,348","47,752","54,869","1,389","51,373","58,534","1,329","49,922","57,051","1,341","52,176","60,372","1,339","55,081","63,801",0.0,0.0,0.0,Whittlesea - Wallan,Melbourne - North East,Yan Yean (Northern Victoria),0.0
Mitchell,WANDONG,33.6,70.3,2424.0,3758.0,VIC,145.052552,-37.354647,"1,178","30,369","33,536","1,289","41,858","47,766","1,281","43,233","50,799","1,324","44,421","51,668","1,302","45,266","52,789","1,348","47,752","54,869","1,389","51,373","58,534","1,329","49,922","57,051","1,341","52,176","60,372","1,339","55,081","63,801",0.0,0.0,0.0,Whittlesea - Wallan,Melbourne - North East,Yan Yean (Northern Victoria),0.0
Nillumbik,PANTON HILL,22.8,62.1,2425.0,3759.0,VIC,145.247277,-37.650385,647,"28,077","37,944",663,"41,616","56,916",656,"42,802","58,407",658,"44,904","62,404",659,"47,440","65,125",661,"47,041","71,274",687,"48,638","69,515",681,"46,201","67,174",687,"50,822","76,375",692,"53,998","110,278",0.0,0.0,0.0,Nillumbik - Kinglake,Melbourne - North East,Eildon (Northern Victoria),0.0
Nillumbik,SMITHS GULLY,22.8,62.1,2426.0,3760.0,VIC,145.288073,-37.624929,268,"29,295","36,930",263,"40,419","51,345",274,"43,391","53,799",292,"45,178","55,903",291,"45,662","54,011",276,"49,490","60,004",271,"49,713","62,333",266,"53,251","65,648",265,"54,878","72,171",269,"48,649","69,590",0.0,0.0,0.0,Nillumbik - Kinglake,Melbourne - North East,Eildon (Northern Victoria),0.0
Nillumbik,ST ANDREWS,22.8,62.1,2428.0,3761.0,VIC,145.292381,-37.585625,786,"29,671","40,436",677,"40,364","52,490",698,"39,060","50,615",708,"38,089","50,772",722,"40,021","52,151",734,"42,690","55,071",743,"43,997","56,332",761,"43,137","60,261",728,"48,712","66,119",761,"50,446","70,805",0.0,0.0,0.0,Nillumbik - Kinglake,Melbourne - North East,Eildon (Northern Victoria),0.0
Macedon Ranges,BYLANDS,29.6,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nillumbik,KINGLAKE,22.8,62.1,2429.0,3763.0,VIC,145.353378,-37.521863,"1,007","28,279","30,354",911,"40,042","45,173",902,"39,871","44,802",960,"39,567","46,428",965,"42,055","49,260",987,"44,787","50,520","1,004","46,790","53,242","1,015","47,705","55,492","1,008","49,478","59,300","1,051","50,524","60,733",0.0,0.0,0.0,Nillumbik - Kinglake,Melbourne - North East,Eildon (Northern Victoria),0.0
Nillumbik,MOUNT SLIDE,22.8,62.1,2430.0,3763.0,VIC,145.353378,-37.521863,"1,007","28,279","30,354",911,"40,042","45,173",902,"39,871","44,802",960,"39,567","46,428",965,"42,055","49,260",987,"44,787","50,520","1,004","46,790","53,242","1,015","47,705","55,492","1,008","49,478","59,300","1,051","50,524","60,733",0.0,0.0,0.0,Nillumbik - Kinglake,Melbourne - North East,Eildon (Northern Victoria),0.0
Macedon Ranges,FORBES,29.6,67.9,2431.0,3764.0,VIC,144.900644,-37.263736,"3,390","28,067","32,555","4,337","40,822","48,906","4,480","42,032","50,882","4,776","44,022","52,381","5,005","44,711","52,385","5,211","46,322","55,002","5,473","48,606","56,991","5,667","49,774","58,444","5,832","51,305","61,482","5,906","53,658","66,778",0.0,0.0,0.0,Macedon Ranges,Melbourne - North West,Macedon (Northern Victoria),0.0
Macedon Ranges,GLENAROUA,29.6,67.9,2432.0,3764.0,VIC,144.900644,-37.263736,"3,390","28,067","32,555","4,337","40,822","48,906","4,480","42,032","50,882","4,776","44,022","52,381","5,005","44,711","52,385","5,211","46,322","55,002","5,473","48,606","56,991","5,667","49,774","58,444","5,832","51,305","61,482","5,906","53,658","66,778",0.0,0.0,0.0,Macedon Ranges,Melbourne - North West,Macedon (Northern Victoria),0.0
Macedon Ranges,HIGH CAMP,29.6,67.9,2433.0,3764.0,VIC,144.900644,-37.263736,"3,390","28,067","32,555","4,337","40,822","48,906","4,480","42,032","50,882","4,776","44,022","52,381","5,005","44,711","52,385","5,211","46,322","55,002","5,473","48,606","56,991","5,667","49,774","58,444","5,832","51,305","61,482","5,906","53,658","66,778",0.0,0.0,0.0,Macedon Ranges,Melbourne - North West,Macedon (Northern Victoria),0.0
Macedon Ranges,KILMORE,29.6,67.9,2434.0,3764.0,VIC,144.900644,-37.263736,"3,390","28,067","32,555","4,337","40,822","48,906","4,480","42,032","50,882","4,776","44,022","52,381","5,005","44,711","52,385","5,211","46,322","55,002","5,473","48,606","56,991","5,667","49,774","58,444","5,832","51,305","61,482","5,906","53,658","66,778",1.0,1.0,0.0,Macedon Ranges,Melbourne - North West,Macedon (Northern Victoria),2.0
Macedon Ranges,KILMORE EAST,29.6,67.9,2435.0,3764.0,VIC,144.900644,-37.263736,"3,390","28,067","32,555","4,337","40,822","48,906","4,480","42,032","50,882","4,776","44,022","52,381","5,005","44,711","52,385","5,211","46,322","55,002","5,473","48,606","56,991","5,667","49,774","58,444","5,832","51,305","61,482","5,906","53,658","66,778",0.0,0.0,0.0,Macedon Ranges,Melbourne - North West,Macedon (Northern Victoria),0.0
