council,suburb,Adults - Obesity - ASR,Adults - Overweight/Obese - ASR
Mansfield,BOHO SOUTH,33.9,69.1
Mansfield,CREEK JUNCTION,33.9,69.1
Mansfield,EARLSTON,33.9,69.1
Mansfield,GOWANGARDIE,33.9,69.1
Mansfield,KOONDA,33.9,69.1
Mansfield,MARRAWEENEY,33.9,69.1
Mansfield,TAMLEUGH,33.9,69.1
Mansfield,TAMLEUGH NORTH,33.9,69.1
Mansfield,UPOTIPOTPON,33.9,69.1
Mansfield,VIOLET TOWN,33.9,69.1
Strathbogie,BADDAGINNIE,35.1,70.7
Strathbogie,TARNOOK,35.1,70.7
Strathbogie,WARRENBAYNE,35.1,70.7
Greater Shepparton,BENALLA,34.4,68.8
Benalla,BENALLA,,
Benalla,BENALLA WEST,,
Mansfield,BENALLA,33.9,69.1
Mansfield,BROKEN CREEK,33.9,69.1
Mansfield,GOOMALIBEE,33.9,69.1
Mansfield,KILFEERA,33.9,69.1
Mansfield,LAKE MOKOAN,33.9,69.1
Mansfield,LIMA,33.9,69.1
Mansfield,LIMA EAST,33.9,69.1
Mansfield,LIMA SOUTH,33.9,69.1
Mansfield,LURG,33.9,69.1
Mansfield,MOLYULLAH,33.9,69.1
Mansfield,MOORNGAG,33.9,69.1
Mansfield,SAMARIA,33.9,69.1
Mansfield,SWANPOOL,33.9,69.1
Mansfield,TATONG,33.9,69.1
Mansfield,UPOTIPOTPON,33.9,69.1
Mansfield,UPPER LURG,33.9,69.1
Mansfield,UPPER RYANS CREEK,33.9,69.1
Mansfield,WINTON,33.9,69.1
Mansfield,WINTON NORTH,33.9,69.1
Moira,BOWEYA,34.6,70.2
Moira,BOWEYA NORTH,34.6,70.2
Moira,GLENROWAN,34.6,70.2
Moira,GLENROWAN WEST,34.6,70.2
Moira,GRETA,34.6,70.2
Moira,GRETA SOUTH,34.6,70.2
Moira,GRETA WEST,34.6,70.2
Moira,HANSONVILLE,34.6,70.2
Moira,MOUNT BRUNO,34.6,70.2
Moira,TAMINICK,34.6,70.2
Wangaratta,WANGARATTA,32.6,67.7
Wangaratta,APPIN PARK,32.6,67.7
Wangaratta,WANGARATTA,32.6,67.7
Wangaratta,WANGARATTA WEST,32.6,67.7
Wangaratta,YARRUNGA,32.6,67.7
Moira,BOBINAWARRAH,34.6,70.2
Moira,BOORHAMAN,34.6,70.2
Moira,BOORHAMAN EAST,34.6,70.2
Moira,BOWSER,34.6,70.2
Moira,BYAWATHA,34.6,70.2
Moira,CARBOOR,34.6,70.2
Moira,CHESHUNT,34.6,70.2
Moira,CHESHUNT SOUTH,34.6,70.2
Moira,DOCKER,34.6,70.2
Moira,DOCKERS PLAINS,34.6,70.2
Moira,EAST WANGARATTA,34.6,70.2
Moira,EDI,34.6,70.2
Moira,EDI UPPER,34.6,70.2
Moira,EVERTON,34.6,70.2
Moira,EVERTON UPPER,34.6,70.2
Moira,KILLAWARRA,34.6,70.2
Moira,KING VALLEY,34.6,70.2
Moira,LACEBY,34.6,70.2
Moira,LONDRIGAN,34.6,70.2
Moira,MARKWOOD,34.6,70.2
Moira,MEADOW CREEK,34.6,70.2
Moira,MILAWA,34.6,70.2
Moira,NORTH WANGARATTA,34.6,70.2
Moira,OXLEY,34.6,70.2
Moira,OXLEY FLATS,34.6,70.2
Moira,PEECHELBA,34.6,70.2
Moira,PEECHELBA EAST,34.6,70.2
Moira,ROSE RIVER,34.6,70.2
Moira,TARRAWINGEE,34.6,70.2
Moira,WABONGA,34.6,70.2
Moira,WALDARA,34.6,70.2
Moira,WANGANDARY,34.6,70.2
Moira,WANGARATTA FORWARD,34.6,70.2
Moira,WANGARATTA SOUTH,34.6,70.2
Moira,WHITLANDS,34.6,70.2
Indigo,BORALMA,32.7,69.4
Indigo,LILLIPUT,32.7,69.4
Indigo,NORONG,32.7,69.4
Indigo,SPRINGHURST,32.7,69.4
Indigo,CHILTERN,32.7,69.4
Indigo,CHILTERN VALLEY,32.7,69.4
Indigo,CORNISHTOWN,32.7,69.4
Indigo,INDIGO,32.7,69.4
Wangaratta,BOORHAMAN NORTH,32.6,67.7
Wangaratta,BRIMIN,32.6,67.7
Wangaratta,BROWNS PLAINS,32.6,67.7
Wangaratta,CARLYLE,32.6,67.7
Wangaratta,DUGAYS BRIDGE,32.6,67.7
Wangaratta,GOORAMADDA,32.6,67.7
Wangaratta,GREAT SOUTHERN,32.6,67.7
Wangaratta,LAKE MOODEMERE,32.6,67.7
Wangaratta,NORONG CENTRAL,32.6,67.7
Wangaratta,PRENTICE NORTH,32.6,67.7
Wangaratta,RUTHERGLEN,32.6,67.7
Indigo,CARLYLE,32.7,69.4
Indigo,WAHGUNYAH,32.7,69.4
Indigo,BARNAWARTHA,32.7,69.4
Indigo,BARNAWARTHA NORTH,32.7,69.4
Indigo,INDIGO UPPER,32.7,69.4
Indigo,INDIGO VALLEY,32.7,69.4
Darebin,WODONGA,23.9,61.9
Wodonga,WEST WODONGA,34.8,70.0
Wodonga,WODONGA,34.8,70.0
Wodonga,WODONGA PLAZA,34.8,70.0
Wodonga,BANDIANA,34.8,70.0
Wodonga,BANDIANA MILPO,34.8,70.0
Towong,CHARLEROI,32.9,69.2
Towong,HUON,32.9,69.2
Towong,RED BLUFF,32.9,69.2
Towong,SANDY CREEK,32.9,69.2
Alpine,TAWONGA,34.1,70.2
Alpine,TAWONGA SOUTH,34.1,70.2
East Gippsland,BOGONG,33.9,69.4
East Gippsland,FALLS CREEK,33.9,69.4
East Gippsland,MOUNT BEAUTY,33.9,69.4
East Gippsland,NELSE,33.9,69.4
Towong,BULLIOH,32.9,69.2
Towong,GEORGES CREEK,32.9,69.2
Towong,JARVIS CREEK,32.9,69.2
Towong,TALLANGATTA,32.9,69.2
Towong,TALLANGATTA EAST,32.9,69.2
East Gippsland,DARTMOUTH,33.9,69.4
East Gippsland,ESKDALE,33.9,69.4
East Gippsland,FERNVALE,33.9,69.4
East Gippsland,GRANITE FLAT,33.9,69.4
East Gippsland,GRANYA,33.9,69.4
East Gippsland,MITTA MITTA,33.9,69.4
East Gippsland,OLD TALLANGATTA,33.9,69.4
East Gippsland,SHELLEY,33.9,69.4
East Gippsland,TALLANDOON,33.9,69.4
East Gippsland,TALLANGATTA SOUTH,33.9,69.4
East Gippsland,TALLANGATTA VALLEY,33.9,69.4
Towong,KOETONG,32.9,69.2
Towong,CUDGEWA,32.9,69.2
Towong,NARIEL VALLEY,32.9,69.2
East Gippsland,BIGGARA,33.9,69.4
East Gippsland,BRINGENBRONG,33.9,69.4
East Gippsland,COLAC COLAC,33.9,69.4
East Gippsland,CORRYONG,33.9,69.4
East Gippsland,NARIEL VALLEY,33.9,69.4
East Gippsland,THOWGLA VALLEY,33.9,69.4
East Gippsland,TOM GROGGIN,33.9,69.4
East Gippsland,TOWONG,33.9,69.4
East Gippsland,TOWONG UPPER,33.9,69.4
Towong,TINTALDRA,32.9,69.2
Towong,BURROWYE,32.9,69.2
Towong,GUYS FOREST,32.9,69.2
Towong,MOUNT ALFRED,32.9,69.2
Towong,PINE MOUNTAIN,32.9,69.2
Towong,WALWA,32.9,69.2
Murrindindi,BUXTON,32.7,69.8
Murrindindi,RUBICON,32.7,69.8
Murrindindi,THORNTON,32.7,69.8
Mansfield,EILDON,33.9,69.1
Mansfield,LAKE EILDON,33.9,69.1
Mansfield,TAYLOR BAY,33.9,69.1
Murrindindi,ACHERON,32.7,69.8
Murrindindi,ALEXANDRA,32.7,69.8
Murrindindi,CATHKIN,32.7,69.8
Murrindindi,CRYSTAL CREEK,32.7,69.8
Murrindindi,DEVILS RIVER,32.7,69.8
Murrindindi,FAWCETT,32.7,69.8
Murrindindi,KORIELLA,32.7,69.8
Murrindindi,MAINTONGOON,32.7,69.8
Murrindindi,TAGGERTY,32.7,69.8
Murrindindi,WHANREGARWEN,32.7,69.8
Murrindindi,ANCONA,32.7,69.8
Murrindindi,MERTON,32.7,69.8
Murrindindi,WOODFIELD,32.7,69.8
Mitchell,FLOWERDALE,33.6,70.3
Mitchell,GHIN GHIN,33.6,70.3
Mitchell,GLENBURN,33.6,70.3
Mitchell,HOMEWOOD,33.6,70.3
Mitchell,KILLINGWORTH,33.6,70.3
Mitchell,LIMESTONE,33.6,70.3
Mitchell,MURRINDINDI,33.6,70.3
Mitchell,YEA,33.6,70.3
Murrindindi,MOLESWORTH,32.7,69.8
Murrindindi,GOBUR,32.7,69.8
Murrindindi,KANUMBRA,32.7,69.8
Murrindindi,TERIP TERIP,32.7,69.8
Murrindindi,YARCK,32.7,69.8
Mansfield,BONNIE DOON,33.9,69.1
Unincorporated Vic,BARWITE,,
Unincorporated Vic,MANSFIELD,,
Unincorporated Vic,MIRIMBAH,,
Murrindindi,ARCHERTON,32.7,69.8
Murrindindi,BARJARG,32.7,69.8
Murrindindi,BOOROLITE,32.7,69.8
Murrindindi,BRIDGE CREEK,32.7,69.8
Murrindindi,DELATITE,32.7,69.8
Murrindindi,ENOCHS POINT,32.7,69.8
Murrindindi,GAFFNEYS CREEK,32.7,69.8
Murrindindi,GOUGHS BAY,32.7,69.8
Murrindindi,HOWES CREEK,32.7,69.8
Murrindindi,HOWQUA,32.7,69.8
Murrindindi,HOWQUA HILLS,32.7,69.8
Murrindindi,HOWQUA INLET,32.7,69.8
Murrindindi,JAMIESON,32.7,69.8
Murrindindi,KEVINGTON,32.7,69.8
Murrindindi,KNOCKWOOD,32.7,69.8
Murrindindi,MACS COVE,32.7,69.8
Murrindindi,MAINDAMPLE,32.7,69.8
Murrindindi,MATLOCK,32.7,69.8
Murrindindi,MERRIJIG,32.7,69.8
Murrindindi,MOUNT BULLER,32.7,69.8
Murrindindi,MOUNTAIN BAY,32.7,69.8
Murrindindi,NILLAHCOOTIE,32.7,69.8
Murrindindi,PIRIES,32.7,69.8
Murrindindi,SAWMILL SETTLEMENT,32.7,69.8
Murrindindi,TOLMIE,32.7,69.8
Murrindindi,WOODS POINT,32.7,69.8
Mansfield,MANSFIELD,33.9,69.1
Greater Shepparton,BOXWOOD,34.4,68.8
Greater Shepparton,CHESNEY VALE,34.4,68.8
Greater Shepparton,GOORAMBAT,34.4,68.8
Greater Shepparton,MAJOR PLAINS,34.4,68.8
Greater Shepparton,STEWARTON,34.4,68.8
Benalla,BUNGEET,,
Benalla,BUNGEET WEST,,
Benalla,DEVENISH,,
Benalla,THOONA,,
Moira,ALMONDS,34.6,70.2
Moira,LAKE ROWAN,34.6,70.2
Moira,PELLUEBLA,34.6,70.2
Moira,ST JAMES,34.6,70.2
Moira,WAGGARANDALL,34.6,70.2
Moira,YUNDOOL,34.6,70.2
Moira,BOOMAHNOOMOONAH,34.6,70.2
Moira,TUNGAMAH,34.6,70.2
Moira,WILBY,34.6,70.2
Moira,YOUARANG,34.6,70.2
Moira,BATHUMI,34.6,70.2
Moira,BOOSEY,34.6,70.2
Moira,BUNDALONG,34.6,70.2
Moira,BUNDALONG SOUTH,34.6,70.2
Moira,BURRAMINE,34.6,70.2
Moira,BURRAMINE SOUTH,34.6,70.2
Moira,ESMOND,34.6,70.2
Moira,TELFORD,34.6,70.2
Moira,YARRAWONGA,34.6,70.2
Moira,YARRAWONGA SOUTH,34.6,70.2
Wangaratta,MOYHU,32.6,67.7
Wangaratta,MYRRHEE,32.6,67.7
Wangaratta,WHITFIELD,32.6,67.7
Wangaratta,BOWMANS FOREST,32.6,67.7
Wangaratta,WHOROULY,32.6,67.7
Wangaratta,WHOROULY EAST,32.6,67.7
Wangaratta,WHOROULY SOUTH,32.6,67.7
Wangaratta,MYRTLEFORD,32.6,67.7
Wangaratta,ABBEYARD,32.6,67.7
Wangaratta,BARWIDGEE,32.6,67.7
Wangaratta,BUFFALO RIVER,32.6,67.7
Wangaratta,DANDONGADALE,32.6,67.7
Wangaratta,GAPSTED,32.6,67.7
Wangaratta,HAVILAH,32.6,67.7
Wangaratta,HAVILLAH,32.6,67.7
Wangaratta,MERRIANG,32.6,67.7
Wangaratta,MERRIANG SOUTH,32.6,67.7
Wangaratta,MUDGEGONGA,32.6,67.7
Wangaratta,MYRTLEFORD,32.6,67.7
Wangaratta,NUG NUG,32.6,67.7
Wangaratta,ROSEWHITE,32.6,67.7
Wangaratta,SELWYN,32.6,67.7
Wangaratta,WONNANGATTA,32.6,67.7
Alpine,OVENS,34.1,70.2
Alpine,EUROBIN,34.1,70.2
Alpine,BUCKLAND,34.1,70.2
Alpine,MOUNT BUFFALO,34.1,70.2
Alpine,POREPUNKAH,34.1,70.2
Unincorporated Vic,BRIGHT,,
Unincorporated Vic,FREEBURGH,,
Unincorporated Vic,GERMANTOWN,,
Unincorporated Vic,HARRIETVILLE,,
Unincorporated Vic,HOTHAM HEIGHTS,,
Unincorporated Vic,MOUNT HOTHAM,,
Unincorporated Vic,SMOKO,,
Alpine,WANDILIGONG,34.1,70.2
Wangaratta,ELDORADO,32.6,67.7
Wangaratta,BAARMUTHA,32.6,67.7
Wangaratta,BEECHWORTH,32.6,67.7
Wangaratta,HURDLE FLAT,32.6,67.7
Wangaratta,MURMUNGEE,32.6,67.7
Wangaratta,SILVER CREEK,32.6,67.7
Wangaratta,STANLEY,32.6,67.7
Wangaratta,WOOLSHED,32.6,67.7
Wangaratta,WOORAGEE,32.6,67.7
Indigo,BRUARONG,32.7,69.4
Indigo,YACKANDANDAH,32.7,69.4
Whittlesea,WOLLERT,30.8,69.4
Whittlesea,WOODSTOCK,30.8,69.4
Whittlesea,MORANG SOUTH,30.8,69.4
Whittlesea,SOUTH MORANG,30.8,69.4
Whittlesea,BEVERIDGE,30.8,69.4
Nillumbik,DOREEN,22.8,62.1
Nillumbik,MERNDA,22.8,62.1
Nillumbik,YAN YEAN,22.8,62.1
Macedon Ranges,CHINTIN,29.6,67.9
Macedon Ranges,DARRAWEIT GUIM,29.6,67.9
Macedon Ranges,HIDDEN VALLEY,29.6,67.9
Macedon Ranges,UPPER PLENTY,29.6,67.9
Macedon Ranges,WALLAN,29.6,67.9
Macedon Ranges,WALLAN EAST,29.6,67.9
Nillumbik,BRUCES CREEK,22.8,62.1
Nillumbik,EDEN PARK,22.8,62.1
Nillumbik,HUMEVALE,22.8,62.1
Nillumbik,KINGLAKE CENTRAL,22.8,62.1
Nillumbik,KINGLAKE WEST,22.8,62.1
Nillumbik,PHEASANT CREEK,22.8,62.1
Nillumbik,WHITTLESEA,22.8,62.1
Mitchell,HEATHCOTE JUNCTION,33.6,70.3
Mitchell,WANDONG,33.6,70.3
Nillumbik,PANTON HILL,22.8,62.1
Nillumbik,SMITHS GULLY,22.8,62.1
Nillumbik,SMITHS GULLY,22.8,62.1
Nillumbik,ST ANDREWS,22.8,62.1
Macedon Ranges,BYLANDS,29.6,67.9
Nillumbik,KINGLAKE,22.8,62.1
Nillumbik,MOUNT SLIDE,22.8,62.1
Macedon Ranges,FORBES,29.6,67.9
Macedon Ranges,GLENAROUA,29.6,67.9
Macedon Ranges,HIGH CAMP,29.6,67.9
Macedon Ranges,KILMORE,29.6,67.9
Macedon Ranges,KILMORE EAST,29.6,67.9
Macedon Ranges,MORANDING,29.6,67.9
Macedon Ranges,TANTARABOO,29.6,67.9
Macedon Ranges,WILLOWMAVIN,29.6,67.9
Yarra Ranges,MONTROSE,27.1,65.6
Yarra Ranges,KALORAMA,27.1,65.6
Yarra Ranges,MOUNT DANDENONG,27.1,65.6
Yarra Ranges,COLDSTREAM,27.1,65.6
Yarra Ranges,GRUYERE,27.1,65.6
Yarra Ranges,YERING,27.1,65.6
Nillumbik,CHRISTMAS HILLS,22.8,62.1
Nillumbik,DIXONS CREEK,22.8,62.1
Nillumbik,STEELS CREEK,22.8,62.1
Nillumbik,TARRAWARRA,22.8,62.1
Nillumbik,YARRA GLEN,22.8,62.1
Murrindindi,BADGER CREEK,32.7,69.8
Murrindindi,CASTELLA,32.7,69.8
Murrindindi,CHUM CREEK,32.7,69.8
Murrindindi,HEALESVILLE,32.7,69.8
Murrindindi,HEALESVILLE MAIN STREET,32.7,69.8
Murrindindi,HEALESVILLE POST SHOP,32.7,69.8
Murrindindi,MOUNT TOOLEBEWONG,32.7,69.8
Murrindindi,TOOLANGI,32.7,69.8
Yarra Ranges,FERNSHAW,27.1,65.6
Yarra Ranges,NARBETHONG,27.1,65.6
Yarra Ranges,CAMBARVILLE,27.1,65.6
Yarra Ranges,MARYSVILLE,27.1,65.6
Cardinia,COCKATOO,32.4,71.2
Cardinia,MOUNT BURNETT,32.4,71.2
Cardinia,NANGANA,32.4,71.2
Yarra Ranges,AVONSLEIGH,27.1,65.6
Yarra Ranges,CLEMATIS,27.1,65.6
Yarra Ranges,EMERALD,27.1,65.6
Yarra Ranges,MACCLESFIELD,27.1,65.6
Cardinia,GEMBROOK,32.4,71.2
Yarra Ranges,TREMONT,27.1,65.6
Yarra Ranges,FERNY CREEK,27.1,65.6
Knox,SASSAFRAS,24.5,62.9
Knox,SASSAFRAS GULLY,24.5,62.9
Yarra Ranges,OLINDA,27.1,65.6
Yarra Ranges,SHERBROOKE,27.1,65.6
Cardinia,KALLISTA,32.4,71.2
Yarra Ranges,THE PATCH,27.1,65.6
Yarra Ranges,MONBULK,27.1,65.6
Yarra Ranges,SILVAN,27.1,65.6
Yarra Ranges,MOUNT EVELYN,27.1,65.6
Yarra Ranges,GILDEROY,27.1,65.6
Yarra Ranges,GLADYSDALE,27.1,65.6
Yarra Ranges,POWELLTOWN,27.1,65.6
Yarra Ranges,THREE BRIDGES,27.1,65.6
Yarra Ranges,YARRA JUNCTION,27.1,65.6
Yarra Ranges,BIG PATS CREEK,27.1,65.6
Yarra Ranges,EAST WARBURTON,27.1,65.6
Yarra Ranges,MCMAHONS CREEK,27.1,65.6
Yarra Ranges,MILLGROVE,27.1,65.6
Yarra Ranges,REEFTON,27.1,65.6
Yarra Ranges,WARBURTON,27.1,65.6
Yarra Ranges,WESBURN,27.1,65.6
Monash,MONASH UNIVERSITY,19.7,57.1
Casey,ENDEAVOUR HILLS,32.2,70.5
Casey,HALLAM,32.2,70.5
Yarra Ranges,NARRE WARREN EAST,27.1,65.6
Yarra Ranges,NARRE WARREN NORTH,27.1,65.6
Casey,FOUNTAIN GATE,32.2,70.5
Casey,NARRE WARREN,32.2,70.5
Casey,NARRE WARREN SOUTH,32.2,70.5
Casey,BERWICK,32.2,70.5
Casey,HARKAWAY,32.2,70.5
Casey,BEACONSFIELD,32.2,70.5
Casey,GUYS HILL,32.2,70.5
Cardinia,BEACONSFIELD UPPER,32.4,71.2
Cardinia,DEWHURST,32.4,71.2
Cardinia,OFFICER,32.4,71.2
Cardinia,OFFICER SOUTH,32.4,71.2
Cardinia,PAKENHAM,32.4,71.2
Cardinia,PAKENHAM SOUTH,32.4,71.2
Cardinia,PAKENHAM UPPER,32.4,71.2
Cardinia,RYTHDALE,32.4,71.2
Cardinia,MARYKNOLL,32.4,71.2
Cardinia,NAR NAR GOON,32.4,71.2
Cardinia,NAR NAR GOON NORTH,32.4,71.2
Cardinia,TYNONG,32.4,71.2
Cardinia,TYNONG NORTH,32.4,71.2
Cardinia,CORA LYNN,32.4,71.2
Cardinia,GARFIELD,32.4,71.2
Cardinia,GARFIELD NORTH,32.4,71.2
Cardinia,VERVALE,32.4,71.2
Cardinia,BUNYIP,32.4,71.2
Cardinia,BUNYIP NORTH,32.4,71.2
Cardinia,IONA,32.4,71.2
Cardinia,TONIMBUK,32.4,71.2
Cardinia,LABERTOUCHE,32.4,71.2
Cardinia,LONGWARRY,32.4,71.2
Cardinia,LONGWARRY NORTH,32.4,71.2
Cardinia,MODELLA,32.4,71.2
Baw Baw,ATHLONE,32.7,67.8
Baw Baw,DROUIN,32.7,67.8
Baw Baw,DROUIN EAST,32.7,67.8
Baw Baw,DROUIN SOUTH,32.7,67.8
Baw Baw,DROUIN WEST,32.7,67.8
Baw Baw,HALLORA,32.7,67.8
Baw Baw,JINDIVICK,32.7,67.8
Baw Baw,RIPPLEBROOK,32.7,67.8
Baw Baw,TARAGO,32.7,67.8
Baw Baw,BONA VISTA,32.7,67.8
Baw Baw,LILLICO,32.7,67.8
Baw Baw,WARRAGUL,32.7,67.8
Baw Baw,BRANDY CREEK,32.7,67.8
Baw Baw,BRAVINGTON,32.7,67.8
Baw Baw,BULN BULN,32.7,67.8
Baw Baw,BULN BULN EAST,32.7,67.8
Baw Baw,CROSSOVER,32.7,67.8
Baw Baw,ELLINBANK,32.7,67.8
Baw Baw,FERNDALE,32.7,67.8
Baw Baw,LARDNER,32.7,67.8
Baw Baw,NAYOOK,32.7,67.8
Baw Baw,NEERIM JUNCTION,32.7,67.8
Baw Baw,NEERIM NORTH,32.7,67.8
Baw Baw,NILMA,32.7,67.8
Baw Baw,NILMA NORTH,32.7,67.8
Baw Baw,ROKEBY,32.7,67.8
Baw Baw,SEAVIEW,32.7,67.8
Baw Baw,SHADY CREEK,32.7,67.8
Baw Baw,TETOORA ROAD,32.7,67.8
Baw Baw,TORWOOD,32.7,67.8
Baw Baw,WARRAGUL SOUTH,32.7,67.8
Baw Baw,WARRAGUL WEST,32.7,67.8
Baw Baw,CLOVERLEA,32.7,67.8
Baw Baw,DARNUM,32.7,67.8
Baw Baw,GAINSBOROUGH,32.7,67.8
Baw Baw,ALLAMBEE,32.7,67.8
Baw Baw,YARRAGON,32.7,67.8
Baw Baw,YARRAGON SOUTH,32.7,67.8
Latrobe,CHILDERS,33.8,68.9
Latrobe,NARRACAN,33.8,68.9
Latrobe,THORPDALE SOUTH,33.8,68.9
Latrobe,TRAFALGAR,33.8,68.9
Latrobe,TRAFALGAR EAST,33.8,68.9
Latrobe,TRAFALGAR SOUTH,33.8,68.9
Wellington,ABERFELDY,34.8,70.0
Wellington,AMOR,34.8,70.0
Wellington,BOOLA,34.8,70.0
Wellington,CARINGAL,34.8,70.0
Wellington,COALVILLE,34.8,70.0
Wellington,COOPERS CREEK,34.8,70.0
Wellington,ERICA,34.8,70.0
Wellington,FUMINA,34.8,70.0
Wellington,FUMINA SOUTH,34.8,70.0
Wellington,HERNES OAK,34.8,70.0
Wellington,HILL END,34.8,70.0
Wellington,JACOB CREEK,34.8,70.0
Wellington,JERICHO,34.8,70.0
Wellington,MOE,34.8,70.0
Wellington,MOE SOUTH,34.8,70.0
Wellington,MOONDARRA,34.8,70.0
Wellington,NEWBOROUGH,34.8,70.0
Wellington,NEWBOROUGH EAST,34.8,70.0
Wellington,RAWSON,34.8,70.0
Wellington,TANJIL,34.8,70.0
Wellington,TANJIL SOUTH,34.8,70.0
Wellington,THALLOO,34.8,70.0
Wellington,THALOO,34.8,70.0
Wellington,THOMSON,34.8,70.0
Wellington,TOOMBON,34.8,70.0
Wellington,WALHALLA,34.8,70.0
Wellington,WALHALLA EAST,34.8,70.0
Wellington,WESTBURY,34.8,70.0
Wellington,WILLOW GROVE,34.8,70.0
Wellington,YALLOURN,34.8,70.0
Wellington,YALLOURN NORTH,34.8,70.0
Baw Baw,NEERIM,32.7,67.8
Baw Baw,NEERIM EAST,32.7,67.8
Baw Baw,NEERIM SOUTH,32.7,67.8
Baw Baw,NAYOOK,32.7,67.8
Baw Baw,NEERIM JUNCTION,32.7,67.8
Baw Baw,NEERIM NORTH,32.7,67.8
Yarra Ranges,ADA,27.1,65.6
Yarra Ranges,BAW BAW,27.1,65.6
Yarra Ranges,BAW BAW VILLAGE,27.1,65.6
Yarra Ranges,GENTLE ANNIE,27.1,65.6
Yarra Ranges,ICY CREEK,27.1,65.6
Yarra Ranges,LOCH VALLEY,27.1,65.6
Yarra Ranges,MT BAW BAW,27.1,65.6
Yarra Ranges,NOOJEE,27.1,65.6
Yarra Ranges,PIEDMONT,27.1,65.6
Yarra Ranges,TANJIL BREN,27.1,65.6
Yarra Ranges,TOORONGO,27.1,65.6
Yarra Ranges,VESPER,27.1,65.6
South Gippsland,THORPDALE,31.2,67.4
Latrobe,DRIFFIELD,33.8,68.9
Latrobe,HAZELWOOD,33.8,68.9
Latrobe,HAZELWOOD NORTH,33.8,68.9
Latrobe,HAZELWOOD SOUTH,33.8,68.9
Latrobe,JEERALANG,33.8,68.9
Latrobe,JEERALANG JUNCTION,33.8,68.9
Latrobe,MARYVALE,33.8,68.9
Latrobe,MID VALLEY,33.8,68.9
Latrobe,MORWELL,33.8,68.9
Latrobe,MORWELL EAST,33.8,68.9
Latrobe,MORWELL UPPER,33.8,68.9
Wellington,GIPPSLAND MC,34.8,70.0
Latrobe,CHURCHILL,33.8,68.9
Wellington,BLACKWARRY,34.8,70.0
Wellington,CALLIGNEE,34.8,70.0
Wellington,CALLIGNEE NORTH,34.8,70.0
Wellington,CALLIGNEE SOUTH,34.8,70.0
Wellington,CARRAJUNG,34.8,70.0
Wellington,CARRAJUNG LOWER,34.8,70.0
Wellington,CARRAJUNG SOUTH,34.8,70.0
Wellington,FLYNN,34.8,70.0
Wellington,FLYNNS CREEK,34.8,70.0
Wellington,KOORNALLA,34.8,70.0
Wellington,LOY YANG,34.8,70.0
Wellington,MOUNT TASSIE,34.8,70.0
Wellington,TRARALGON,34.8,70.0
Wellington,TRARALGON EAST,34.8,70.0
Wellington,TRARALGON SOUTH,34.8,70.0
Wellington,TYERS,34.8,70.0
Wellington,WILLUNG SOUTH,34.8,70.0
Wellington,HIAMDALE,34.8,70.0
Wellington,NAMBROK,34.8,70.0
Wellington,ROSEDALE,34.8,70.0
Wellington,WILLUNG,34.8,70.0
Wellington,WILLUNG SOUTH,34.8,70.0
Wellington,GIFFARD,34.8,70.0
Wellington,GUTHRIDGE,34.8,70.0
Wellington,SALE,34.8,70.0
Wellington,SALE NORTH,34.8,70.0
Wellington,WURRUK,34.8,70.0
Wellington,AIRLY,34.8,70.0
Wellington,BUNDALAGUAH,34.8,70.0
Wellington,CLYDEBANK,34.8,70.0
Wellington,COBAINS,34.8,70.0
Wellington,DARRIMAN,34.8,70.0
Wellington,DUTSON,34.8,70.0
Wellington,DUTSON DOWNS,34.8,70.0
Wellington,FLAMINGO BEACH,34.8,70.0
Wellington,FULHAM,34.8,70.0
Wellington,GIFFARD,34.8,70.0
Wellington,GIFFARD WEST,34.8,70.0
Wellington,GLOMAR BEACH,34.8,70.0
Wellington,GOLDEN BEACH,34.8,70.0
Wellington,KILMANY,34.8,70.0
Wellington,LAKE WELLINGTON,34.8,70.0
Wellington,LOCH SPORT,34.8,70.0
Wellington,LONGFORD,34.8,70.0
Wellington,MONTGOMERY,34.8,70.0
Wellington,MYRTLEBANK,34.8,70.0
Wellington,PARADISE BEACH,34.8,70.0
Wellington,PEARSONDALE,34.8,70.0
Wellington,SEACOMBE,34.8,70.0
Wellington,SEASPRAY,34.8,70.0
Wellington,SOMERTON PARK,34.8,70.0
Wellington,STRADBROKE,34.8,70.0
Wellington,THE HEART,34.8,70.0
Wellington,THE HONEYSUCKLES,34.8,70.0
Wellington,EAST SALE,34.8,70.0
Wellington,EAST SALE RAAF,34.8,70.0
Wellington,SALE EAST RAAF,34.8,70.0
Baw Baw,SALE,32.7,67.8
Baw Baw,GLENGARRY,32.7,67.8
Baw Baw,GLENGARRY NORTH,32.7,67.8
Baw Baw,GLENGARRY WEST,32.7,67.8
Baw Baw,TOONGABBIE,32.7,67.8
Latrobe,COWWARR,33.8,68.9
Mansfield,ARBUCKLE,33.9,69.1
Mansfield,BILLABONG,33.9,69.1
Mansfield,BURAGWONDUC,33.9,69.1
Mansfield,CROOKAYAN,33.9,69.1
Mansfield,DAWSON,33.9,69.1
Mansfield,DENISON,33.9,69.1
Mansfield,GILLUM,33.9,69.1
Mansfield,GLEN FALLOCH,33.9,69.1
Mansfield,GLENFALLOCH,33.9,69.1
Mansfield,GLENMAGGIE,33.9,69.1
Mansfield,HEYFIELD,33.9,69.1
Mansfield,HOWITT PLAINS,33.9,69.1
Mansfield,LICOLA,33.9,69.1
